-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	7	68836	40487	38438	|	0.94015	0.55839	0.94939	0.70320	|	0.88613	0.13296	0.81708	0.22871	|	[4] <= [7, 12, 15, 18, 21, 24, 27], direct
4	7	40914	40487	37758	|	0.98914	0.92286	0.93259	0.92770	|	0.94150	0.29151	0.81379	0.42926	|	[4] <= [7, 12, 15, 18, 21, 24, 27], -iterate/-dimlex
4	6	71368	40487	38014	|	0.93391	0.53264	0.93891	0.67970	|	0.87591	0.09201	0.72643	0.16334	|	[4] <= [12, 15, 18, 21, 24, 27], direct
4	6	40889	40487	37398	|	0.98786	0.91462	0.92370	0.91914	|	0.93801	0.25363	0.77050	0.38164	|	[4] <= [12, 15, 18, 21, 24, 27], -iterate/-dimlex
4	5	72607	40487	37423	|	0.92945	0.51541	0.92432	0.66180	|	0.87050	0.07522	0.64062	0.13464	|	[4] <= [15, 18, 21, 24, 27], direct
4	5	39258	40487	36357	|	0.98703	0.92610	0.89799	0.91183	|	0.93603	0.22184	0.67832	0.33433	|	[4] <= [15, 18, 21, 24, 27], -iterate/-dimlex
4	4	74786	40487	36737	|	0.92290	0.49122	0.90737	0.63739	|	0.86432	0.06653	0.57024	0.11916	|	[4] <= [18, 21, 24, 27], direct
4	4	39132	40487	35595	|	0.98445	0.90961	0.87917	0.89413	|	0.93284	0.19454	0.60879	0.29486	|	[4] <= [18, 21, 24, 27], -iterate/-dimlex
4	3	77627	40487	34579	|	0.90970	0.44545	0.85407	0.58551	|	0.85312	0.05027	0.39781	0.08927	|	[4] <= [21, 24, 27], direct
4	3	36741	40487	33419	|	0.98083	0.90958	0.82542	0.86546	|	0.93055	0.16763	0.46563	0.24651	|	[4] <= [21, 24, 27], -iterate/-dimlex
4	2	73453	40487	30072	|	0.90077	0.40940	0.74275	0.52785	|	0.85530	0.07377	0.34223	0.12138	|	[4] <= [24, 27], direct
4	2	31031	40487	27583	|	0.96983	0.88888	0.68128	0.77135	|	0.92830	0.16319	0.28183	0.20669	|	[4] <= [24, 27], -iterate/-dimlex
4	1	7755	40487	100	|	0.91138	0.01289	0.00246	0.00414	|	0.91137	0.01173	0.00224	0.00377	|	[4] <= [27], direct
4	1	902	40487	0	|	0.92366	0.0	0.0	0	|	0.92366	0.0	0.0	0	|	[4] <= [27], -iterate/-dimlex
4	1	65961	40487	29976	|	0.91424	0.45445	0.74038	0.56320	|	0.86878	0.08083	0.33655	0.13036	|	[4] <= [24], direct
4	1	27650	40487	25588	|	0.96871	0.92542	0.63200	0.75107	|	0.93040	0.17410	0.24420	0.20328	|	[4] <= [24], -iterate/-dimlex
4	2	56899	40487	24862	|	0.91209	0.43694	0.61407	0.51058	|	0.87348	0.06910	0.20105	0.10285	|	[4] <= [21, 27], direct
4	2	23026	40487	19502	|	0.95479	0.84695	0.48168	0.61411	|	0.92479	0.14049	0.13356	0.13694	|	[4] <= [21, 27], -iterate/-dimlex
4	1	49939	40487	24815	|	0.92475	0.49690	0.61291	0.54884	|	0.88615	0.07789	0.19885	0.11194	|	[4] <= [21], direct
4	1	20706	40487	18576	|	0.95565	0.89713	0.45881	0.60712	|	0.92719	0.15184	0.12548	0.13740	|	[4] <= [21], -iterate/-dimlex
4	2	80732	40487	34608	|	0.90408	0.42867	0.85479	0.57099	|	0.84750	0.04871	0.40083	0.08687	|	[4] <= [21, 24], direct
4	2	38436	40487	33872	|	0.97938	0.88125	0.83661	0.85835	|	0.92836	0.16167	0.48437	0.24242	|	[4] <= [21, 24], -iterate/-dimlex
4	3	78419	40487	35337	|	0.91103	0.45061	0.87279	0.59436	|	0.85432	0.05850	0.47114	0.10408	|	[4] <= [18, 24, 27], direct
4	3	37431	40487	34275	|	0.98272	0.91568	0.84656	0.87977	|	0.93283	0.19312	0.53783	0.28420	|	[4] <= [18, 24, 27], -iterate/-dimlex
4	2	66147	40487	32101	|	0.92173	0.48529	0.79287	0.60207	|	0.87530	0.10472	0.45236	0.17007	|	[4] <= [18, 27], direct
4	2	32476	40487	29139	|	0.97291	0.89724	0.71971	0.79873	|	0.93121	0.20107	0.36525	0.25936	|	[4] <= [18, 27], -iterate/-dimlex
4	1	58726	40487	32010	|	0.93508	0.54507	0.79062	0.64527	|	0.88867	0.11655	0.44674	0.18488	|	[4] <= [18], direct
4	1	31077	40487	28898	|	0.97460	0.92988	0.71375	0.80761	|	0.93329	0.20925	0.35944	0.26451	|	[4] <= [18], -iterate/-dimlex
4	2	81850	40487	35284	|	0.90451	0.43108	0.87148	0.57683	|	0.84780	0.05545	0.46592	0.09911	|	[4] <= [18, 24], direct
4	2	38938	40487	34334	|	0.98015	0.88176	0.84802	0.86456	|	0.93018	0.18596	0.54061	0.27673	|	[4] <= [18, 24], -iterate/-dimlex
4	3	70146	40487	35582	|	0.92720	0.50725	0.87885	0.64324	|	0.87004	0.06549	0.48362	0.11536	|	[4] <= [18, 21, 27], direct
4	3	37430	40487	34404	|	0.98319	0.91915	0.84975	0.88309	|	0.93278	0.18891	0.53755	0.27957	|	[4] <= [18, 21, 27], -iterate/-dimlex
4	2	72695	40487	35608	|	0.92259	0.48982	0.87949	0.62921	|	0.86544	0.06359	0.48652	0.11248	|	[4] <= [18, 21], direct
4	2	38867	40487	34860	|	0.98223	0.89690	0.86101	0.87859	|	0.93110	0.18370	0.55925	0.27656	|	[4] <= [18, 21], -iterate/-dimlex
4	3	75511	40487	36745	|	0.92159	0.48661	0.90757	0.63354	|	0.86302	0.06605	0.57136	0.11842	|	[4] <= [18, 21, 24], direct
4	3	39231	40487	35614	|	0.98434	0.90780	0.87964	0.89349	|	0.93269	0.19403	0.60969	0.29437	|	[4] <= [18, 21, 24], -iterate/-dimlex
4	4	72469	40487	36641	|	0.92682	0.50560	0.90500	0.64876	|	0.86653	0.05457	0.50698	0.09854	|	[4] <= [15, 21, 24, 27], direct
4	4	38409	40487	35561	|	0.98566	0.92585	0.87833	0.90146	|	0.93522	0.21390	0.62517	0.31875	|	[4] <= [15, 21, 24, 27], -iterate/-dimlex
4	3	74221	40487	35233	|	0.91839	0.47470	0.87022	0.61430	|	0.86038	0.05088	0.41822	0.09073	|	[4] <= [15, 24, 27], direct
4	3	36811	40487	34211	|	0.98362	0.92936	0.84498	0.88517	|	0.93463	0.20776	0.54926	0.30148	|	[4] <= [15, 24, 27], -iterate/-dimlex
4	2	52145	40487	29458	|	0.93781	0.56492	0.72759	0.63602	|	0.89467	0.11638	0.35495	0.17529	|	[4] <= [15, 27], direct
4	2	28352	40487	26320	|	0.97012	0.92832	0.65008	0.76468	|	0.93187	0.19691	0.28268	0.23213	|	[4] <= [15, 27], -iterate/-dimlex
4	1	44405	40487	29358	|	0.95172	0.66114	0.72512	0.69165	|	0.90859	0.13462	0.34944	0.19436	|	[4] <= [15], direct
