-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	1	42449	82406	23949	|	0.86824	0.56418	0.29062	0.38362	|	0.86474	0.51603	0.27257	0.35672	|	[4] <= [24], direct
4	1	15894	82406	14946	|	0.88288	0.94035	0.18137	0.30408	|	0.88042	0.85000	0.16685	0.27894	|	[4] <= [24], -iterate/-dimlex
4	2	80757	82406	51945	|	0.89852	0.64322	0.63035	0.63672	|	0.89502	0.61792	0.62095	0.61943	|	[4] <= [21, 27], direct
4	2	59096	82406	49994	|	0.92892	0.84597	0.60667	0.70661	|	0.92617	0.81875	0.59884	0.69174	|	[4] <= [21, 27], -iterate/-dimlex
4	1	47847	82406	36752	|	0.90284	0.76811	0.44598	0.56431	|	0.90016	0.73540	0.43526	0.54685	|	[4] <= [21], direct
4	1	37495	82406	33822	|	0.91053	0.90204	0.41043	0.56416	|	0.90910	0.87974	0.40438	0.55408	|	[4] <= [21], -iterate/-dimlex
4	2	73557	82406	46324	|	0.89160	0.62977	0.56214	0.59403	|	0.88658	0.58995	0.54600	0.56712	|	[4] <= [21, 24], direct
4	2	48643	82406	42695	|	0.92182	0.87772	0.51810	0.65158	|	0.91811	0.83311	0.50507	0.62888	|	[4] <= [21, 24], -iterate/-dimlex
4	3	79926	82406	50538	|	0.89512	0.63230	0.61328	0.62264	|	0.89153	0.60603	0.60316	0.60459	|	[4] <= [18, 24, 27], direct
4	3	56023	82406	48031	|	0.92746	0.85734	0.58285	0.69394	|	0.92528	0.83460	0.57630	0.68181	|	[4] <= [18, 24, 27], -iterate/-dimlex
4	2	80441	82406	49428	|	0.89044	0.61446	0.59981	0.60704	|	0.88704	0.58976	0.58992	0.58984	|	[4] <= [18, 27], direct
4	2	56316	82406	46084	|	0.92029	0.81831	0.55923	0.66440	|	0.91835	0.79817	0.55308	0.65340	|	[4] <= [18, 27], -iterate/-dimlex
4	1	47599	82406	34342	|	0.89501	0.72148	0.41674	0.52831	|	0.88956	0.65459	0.39329	0.49136	|	[4] <= [18], direct
4	1	29887	82406	27992	|	0.90359	0.93659	0.33968	0.49855	|	0.89932	0.85314	0.31907	0.46444	|	[4] <= [18], -iterate/-dimlex
4	2	72363	82406	42977	|	0.88218	0.59390	0.52152	0.55536	|	0.87595	0.54366	0.49944	0.52061	|	[4] <= [18, 24], direct
4	2	42191	82406	37291	|	0.91437	0.88386	0.45252	0.59858	|	0.90948	0.81624	0.43289	0.56574	|	[4] <= [18, 24], -iterate/-dimlex
4	3	67311	82406	49872	|	0.91444	0.74091	0.60519	0.66621	|	0.91068	0.70830	0.59439	0.64637	|	[4] <= [18, 21, 27], direct
4	3	51361	82406	46679	|	0.93081	0.90884	0.56645	0.69791	|	0.92838	0.88123	0.55886	0.68396	|	[4] <= [18, 21, 27], -iterate/-dimlex
4	2	69600	82406	48393	|	0.90546	0.69530	0.58725	0.63672	|	0.89921	0.64293	0.56814	0.60323	|	[4] <= [18, 21], direct
4	2	50339	82406	44675	|	0.92570	0.88748	0.54213	0.67309	|	0.92108	0.83390	0.52664	0.64557	|	[4] <= [18, 21], -iterate/-dimlex
4	3	63089	82406	46500	|	0.91012	0.73705	0.56427	0.63919	|	0.90433	0.68346	0.54563	0.60682	|	[4] <= [18, 21, 24], direct
4	3	46739	82406	42761	|	0.92531	0.91488	0.51890	0.66221	|	0.92091	0.85988	0.50341	0.63504	|	[4] <= [18, 21, 24], -iterate/-dimlex
4	4	68681	82406	49107	|	0.90947	0.71500	0.59591	0.65004	|	0.90582	0.68397	0.58518	0.63073	|	[4] <= [15, 21, 24, 27], direct
4	4	52328	82406	45929	|	0.92659	0.87771	0.55735	0.68177	|	0.92413	0.85023	0.54948	0.66755	|	[4] <= [15, 21, 24, 27], -iterate/-dimlex
4	3	72842	82406	46612	|	0.89381	0.63990	0.56563	0.60048	|	0.89079	0.61570	0.55614	0.58440	|	[4] <= [15, 24, 27], direct
4	3	51131	82406	43532	|	0.92043	0.85138	0.52826	0.65198	|	0.91828	0.82685	0.52097	0.63920	|	[4] <= [15, 24, 27], -iterate/-dimlex
4	2	63187	82406	41490	|	0.89280	0.65662	0.50348	0.56994	|	0.89140	0.64374	0.49852	0.56190	|	[4] <= [15, 27], direct
4	2	44021	82406	38724	|	0.91614	0.87967	0.46991	0.61259	|	0.91531	0.86863	0.46677	0.60723	|	[4] <= [15, 27], -iterate/-dimlex
4	1	14012	82406	5889	|	0.85509	0.42028	0.07146	0.12215	|	0.85355	0.35605	0.06121	0.10446	|	[4] <= [15], direct
4	1	6195	82406	4329	|	0.86313	0.69878	0.05253	0.09771	|	0.86246	0.63567	0.04801	0.08928	|	[4] <= [15], -iterate/-dimlex
4	2	45805	82406	25130	|	0.86654	0.54863	0.30495	0.39201	|	0.86279	0.50086	0.28599	0.36409	|	[4] <= [15, 24], direct
4	2	17245	82406	15398	|	0.88211	0.89289	0.18685	0.30903	|	0.87952	0.80516	0.17164	0.28296	|	[4] <= [15, 24], -iterate/-dimlex
4	3	81798	82406	52473	|	0.89854	0.64149	0.63676	0.63911	|	0.89478	0.61462	0.62680	0.62065	|	[4] <= [15, 21, 27], direct
4	3	59797	82406	50531	|	0.92956	0.84504	0.61319	0.71068	|	0.92637	0.81388	0.60424	0.69357	|	[4] <= [15, 21, 27], -iterate/-dimlex
4	2	49981	82406	37687	|	0.90239	0.75402	0.45733	0.56934	|	0.89927	0.71765	0.44509	0.54942	|	[4] <= [15, 21], direct
4	2	38269	82406	34431	|	0.91129	0.89970	0.41782	0.57064	|	0.90952	0.87266	0.41041	0.55827	|	[4] <= [15, 21], -iterate/-dimlex
4	3	59144	82406	42432	|	0.90295	0.71743	0.51491	0.59953	|	0.89837	0.67225	0.49865	0.57258	|	[4] <= [15, 21, 24], direct
4	3	43496	82406	38777	|	0.91722	0.89150	0.47056	0.61598	|	0.91393	0.84736	0.45793	0.59455	|	[4] <= [15, 21, 24], -iterate/-dimlex
4	4	67763	82406	47319	|	0.90492	0.69830	0.57421	0.63020	|	0.90169	0.67045	0.56423	0.61277	|	[4] <= [15, 18, 24, 27], direct
4	4	50117	82406	44316	|	0.92485	0.88425	0.53777	0.66880	|	0.92267	0.85881	0.53051	0.65587	|	[4] <= [15, 18, 24, 27], -iterate/-dimlex
4	3	81198	82406	49746	|	0.89023	0.61265	0.60366	0.60812	|	0.88682	0.58809	0.59384	0.59095	|	[4] <= [15, 18, 27], direct
4	3	56677	82406	46308	|	0.92044	0.81705	0.56194	0.66590	|	0.91825	0.79450	0.55504	0.65353	|	[4] <= [15, 18, 27], -iterate/-dimlex
4	2	49786	82406	35269	|	0.89444	0.70841	0.42799	0.53360	|	0.88871	0.64122	0.40378	0.49553	|	[4] <= [15, 18], direct
4	2	30725	82406	28771	|	0.90482	0.93640	0.34913	0.50863	|	0.90036	0.85152	0.32786	0.47343	|	[4] <= [15, 18], -iterate/-dimlex
4	3	59251	82406	40229	|	0.89522	0.67895	0.48818	0.56797	|	0.88920	0.61965	0.46538	0.53155	|	[4] <= [15, 18, 24], direct
4	3	35858	82406	33011	|	0.91055	0.92060	0.40058	0.55825	|	0.90579	0.84304	0.37965	0.52354	|	[4] <= [15, 18, 24], -iterate/-dimlex
4	4	68559	82406	50300	|	0.91377	0.73367	0.61039	0.66637	|	0.91033	0.70437	0.60065	0.64839	|	[4] <= [15, 18, 21, 27], direct
4	4	52830	82406	47222	|	0.93016	0.89384	0.57304	0.69836	|	0.92795	0.86941	0.56624	0.68581	|	[4] <= [15, 18, 21, 27], -iterate/-dimlex
4	3	70243	82406	48669	|	0.90530	0.69286	0.59060	0.63765	|	0.89888	0.63946	0.57107	0.60333	|	[4] <= [15, 18, 21], direct
4	3	52513	82406	46457	|	0.92808	0.88467	0.56375	0.68866	|	0.92258	0.82347	0.54605	0.65666	|	[4] <= [15, 18, 21], -iterate/-dimlex
4	4	61212	82406	45830	|	0.91104	0.74870	0.55614	0.63822	|	0.90526	0.69355	0.53718	0.60543	|	[4] <= [15, 18, 21, 24], direct
4	4	46502	82406	42327	|	0.92423	0.91021	0.51363	0.65670	|	0.91987	0.85549	0.49814	0.62964	|	[4] <= [15, 18, 21, 24], -iterate/-dimlex
4	5	67809	82406	51100	|	0.91779	0.75358	0.62010	0.68035	|	0.91432	0.72369	0.61052	0.66230	|	[4] <= [12, 18, 21, 24, 27], direct
4	5	53080	82406	47957	|	0.93225	0.90348	0.58196	0.70792	|	0.92999	0.87865	0.57516	0.69523	|	[4] <= [12, 18, 21, 24, 27], -iterate/-dimlex
4	4	72890	82406	53017	|	0.91566	0.72735	0.64336	0.68278	|	0.91150	0.69404	0.63253	0.66186	|	[4] <= [12, 21, 24, 27], direct
4	4	57752	82406	51109	|	0.93504	0.88497	0.62020	0.72930	|	0.93186	0.85278	0.61144	0.71222	|	[4] <= [12, 21, 24, 27], -iterate/-dimlex
4	3	81061	82406	53556	|	0.90351	0.66068	0.64990	0.65525	|	0.89824	0.62272	0.63632	0.62945	|	[4] <= [12, 24, 27], direct
4	3	58514	82406	50522	|	0.93172	0.86341	0.61308	0.71703	|	0.92949	0.84114	0.60687	0.70505	|	[4] <= [12, 24, 27], -iterate/-dimlex
4	2	73877	82406	50321	|	0.90473	0.68114	0.61064	0.64397	|	0.89989	0.64283	0.59680	0.61896	|	[4] <= [12, 27], direct
4	2	53523	82406	46850	|	0.92770	0.87532	0.56852	0.68933	|	0.92597	0.85649	0.56318	0.67953	|	[4] <= [12, 27], -iterate/-dimlex
4	1	60989	82406	48914	|	0.92198	0.80201	0.59357	0.68222	|	0.91058	0.69278	0.55782	0.61802	|	[4] <= [12], direct
4	1	52186	82406	47016	|	0.93055	0.90093	0.57054	0.69864	|	0.92233	0.80885	0.54394	0.65046	|	[4] <= [12], -iterate/-dimlex
4	2	82391	82406	54653	|	0.90499	0.66333	0.66321	0.66327	|	0.89350	0.58190	0.63336	0.60654	|	[4] <= [12, 24], direct
4	2	60579	82406	52662	|	0.93552	0.86931	0.63905	0.73660	|	0.93112	0.82693	0.62745	0.71351	|	[4] <= [12, 24], -iterate/-dimlex
4	3	83590	82406	54196	|	0.90137	0.64835	0.65767	0.65297	|	0.89701	0.61789	0.64675	0.63199	|	[4] <= [12, 21, 27], direct
4	3	61535	82406	52166	|	0.93218	0.84774	0.63303	0.72482	|	0.92915	0.81899	0.62498	0.70895	|	[4] <= [12, 21, 27], -iterate/-dimlex
4	2	56008	82406	43240	|	0.91108	0.77203	0.52471	0.62479	|	0.90541	0.71286	0.50480	0.59105	|	[4] <= [12, 21], direct
4	2	45286	82406	41061	|	0.92198	0.90670	0.49827	0.64312	|	0.91809	0.85655	0.48405	0.61855	|	[4] <= [12, 21], -iterate/-dimlex
4	3	62705	82406	46797	|	0.91179	0.74630	0.56788	0.64498	|	0.90668	0.69862	0.55161	0.61647	|	[4] <= [12, 21, 24], direct
4	3	47408	82406	42784	|	0.92424	0.90246	0.51918	0.65915	|	0.92092	0.86152	0.50758	0.63880	|	[4] <= [12, 21, 24], -iterate/-dimlex
4	4	73020	82406	52153	|	0.91247	0.71422	0.63287	0.67109	|	0.90840	0.68166	0.62196	0.65044	|	[4] <= [12, 18, 24, 27], direct
4	4	55655	82406	49579	|	0.93339	0.89082	0.60164	0.71821	|	0.93111	0.86691	0.59510	0.70574	|	[4] <= [12, 18, 24, 27], -iterate/-dimlex
4	3	78791	82406	52370	|	0.90334	0.66466	0.63551	0.64976	|	0.89881	0.63112	0.62343	0.62725	|	[4] <= [12, 18, 27], direct
4	3	56899	82406	49139	|	0.92975	0.86361	0.59630	0.70548	|	0.92753	0.84073	0.58982	0.69327	|	[4] <= [12, 18, 27], -iterate/-dimlex
4	2	76675	82406	55032	|	0.91608	0.71773	0.66781	0.69187	|	0.90395	0.62532	0.63656	0.63089	|	[4] <= [12, 18], direct
4	2	60442	82406	52889	|	0.93653	0.87503	0.64181	0.74049	|	0.93126	0.82409	0.62790	0.71274	|	[4] <= [12, 18], -iterate/-dimlex
4	3	70233	82406	50027	|	0.90997	0.71230	0.60707	0.65549	|	0.90147	0.64164	0.58190	0.61031	|	[4] <= [12, 18, 24], direct
4	3	51627	82406	46586	|	0.93004	0.90235	0.56532	0.69514	|	0.92493	0.84459	0.54900	0.66545	|	[4] <= [12, 18, 24], -iterate/-dimlex
4	4	69625	82406	51296	|	0.91535	0.73674	0.62247	0.67480	|	0.91182	0.70710	0.61278	0.65657	|	[4] <= [12, 18, 21, 27], direct
4	4	53471	82406	48034	|	0.93184	0.89831	0.58289	0.70702	|	0.92963	0.87417	0.57625	0.69461	|	[4] <= [12, 18, 21, 27], -iterate/-dimlex
4	3	72399	82406	50700	|	0.90856	0.70028	0.61524	0.65501	|	0.90154	0.64362	0.59509	0.61840	|	[4] <= [12, 18, 21], direct
4	3	55186	82406	49201	|	0.93290	0.89154	0.59705	0.71517	|	0.92732	0.83249	0.58046	0.68400	|	[4] <= [12, 18, 21], -iterate/-dimlex
4	4	66007	82406	50439	|	0.91861	0.76414	0.61207	0.67971	|	0.91217	0.70710	0.59350	0.64534	|	[4] <= [12, 18, 21, 24], direct
4	4	51228	82406	46610	|	0.93080	0.90985	0.56561	0.69757	|	0.92621	0.85746	0.55098	0.67088	|	[4] <= [12, 18, 21, 24], -iterate/-dimlex
4	5	70876	82406	52878	|	0.91863	0.74606	0.64167	0.68994	|	0.91473	0.71395	0.63149	0.67019	|	[4] <= [12, 15, 21, 24, 27], direct
4	5	57367	82406	51067	|	0.93555	0.89018	0.61970	0.73071	|	0.93247	0.85878	0.61120	0.71414	|	[4] <= [12, 15, 21, 24, 27], -iterate/-dimlex
4	4	79097	82406	51689	|	0.90048	0.65348	0.62724	0.64009	|	0.89651	0.62413	0.61644	0.62026	|	[4] <= [12, 15, 24, 27], direct
4	4	55982	82406	48241	|	0.92825	0.86172	0.58540	0.69718	|	0.92591	0.83732	0.57841	0.68419	|	[4] <= [12, 15, 24, 27], -iterate/-dimlex
4	3	75641	82406	51198	|	0.90472	0.67685	0.62128	0.64788	|	0.90003	0.64065	0.60827	0.62404	|	[4] <= [12, 15, 27], direct
4	3	56861	82406	49377	|	0.93063	0.86838	0.59919	0.70909	|	0.92836	0.84499	0.59261	0.69665	|	[4] <= [12, 15, 27], -iterate/-dimlex
4	2	60989	82406	48914	|	0.92198	0.80201	0.59357	0.68222	|	0.91134	0.70007	0.56040	0.62250	|	[4] <= [12, 15], direct
4	2	52179	82406	47016	|	0.93057	0.90105	0.57054	0.69868	|	0.92705	0.86170	0.55956	0.67852	|	[4] <= [12, 15], -iterate/-dimlex
4	3	83098	82406	54883	|	0.90457	0.66046	0.66600	0.66322	|	0.89376	0.58447	0.63829	0.61020	|	[4] <= [12, 15, 24], direct
4	3	60869	82406	52844	|	0.93564	0.86815	0.64126	0.73765	|	0.93117	0.82523	0.62951	0.71420	|	[4] <= [12, 15, 24], -iterate/-dimlex
4	4	71031	82406	52653	|	0.91759	0.74126	0.63894	0.68631	|	0.91337	0.70655	0.62780	0.66485	|	[4] <= [12, 15, 21, 27], direct
4	4	57571	82406	50885	|	0.93458	0.88386	0.61749	0.72704	|	0.93145	0.85209	0.60880	0.71019	|	[4] <= [12, 15, 21, 27], -iterate/-dimlex
4	3	59033	82406	44458	|	0.91007	0.75310	0.53949	0.62865	|	0.90425	0.69549	0.51967	0.59486	|	[4] <= [12, 15, 21], direct
4	3	47332	82406	42516	|	0.92346	0.89825	0.51593	0.65541	|	0.91929	0.84678	0.50118	0.62968	|	[4] <= [12, 15, 21], -iterate/-dimlex
4	4	63465	82406	47063	|	0.91140	0.74155	0.57111	0.64526	|	0.90619	0.69354	0.55464	0.61636	|	[4] <= [12, 15, 21, 24], direct
4	4	49321	82406	44611	|	0.92722	0.90450	0.54135	0.67732	|	0.92310	0.85561	0.52753	0.65266	|	[4] <= [12, 15, 21, 24], -iterate/-dimlex
4	5	70707	82406	51799	|	0.91522	0.73258	0.62858	0.67661	|	0.91136	0.70070	0.61813	0.65683	|	[4] <= [12, 15, 18, 24, 27], direct
4	5	54073	82406	48340	|	0.93186	0.89397	0.58660	0.70838	|	0.92957	0.86932	0.57981	0.69564	|	[4] <= [12, 15, 18, 24, 27], -iterate/-dimlex
4	4	70394	82406	51542	|	0.91488	0.73219	0.62546	0.67463	|	0.91054	0.69622	0.61359	0.65230	|	[4] <= [12, 15, 18, 27], direct
4	4	54620	82406	48410	|	0.93116	0.88630	0.58745	0.70658	|	0.92881	0.86113	0.58045	0.69347	|	[4] <= [12, 15, 18, 27], -iterate/-dimlex
4	3	62338	82406	46294	|	0.91070	0.74262	0.56177	0.63966	|	0.90238	0.66463	0.53430	0.59238	|	[4] <= [12, 15, 18], direct
4	3	45416	82406	41633	|	0.92371	0.91670	0.50521	0.65142	|	0.91890	0.85478	0.48773	0.62108	|	[4] <= [12, 15, 18], -iterate/-dimlex
4	4	66806	82406	47976	|	0.90881	0.71813	0.58219	0.64305	|	0.90125	0.65203	0.55853	0.60167	|	[4] <= [12, 15, 18, 24], direct
4	4	49234	82406	44349	|	0.92648	0.90077	0.53817	0.67379	|	0.92140	0.84061	0.52095	0.64326	|	[4] <= [12, 15, 18, 24], -iterate/-dimlex
4	5	66061	82406	50677	|	0.91933	0.76712	0.61496	0.68267	|	0.91558	0.73392	0.60444	0.66292	|	[4] <= [12, 15, 18, 21, 27], direct
4	5	52493	82406	47609	|	0.93206	0.90695	0.57773	0.70584	|	0.92981	0.88194	0.57090	0.69312	|	[4] <= [12, 15, 18, 21, 27], -iterate/-dimlex
4	4	67428	82406	50211	|	0.91540	0.74466	0.60931	0.67022	|	0.90857	0.68553	0.58944	0.63386	|	[4] <= [12, 15, 18, 21], direct
4	4	53479	82406	48158	|	0.93225	0.90050	0.58439	0.70880	|	0.92676	0.84051	0.56756	0.67758	|	[4] <= [12, 15, 18, 21], -iterate/-dimlex
4	5	63712	82406	49390	|	0.91895	0.77520	0.59934	0.67602	|	0.91278	0.71865	0.58103	0.64255	|	[4] <= [12, 15, 18, 21, 24], direct
4	5	49865	82406	45434	|	0.92911	0.91114	0.55134	0.68698	|	0.92467	0.85915	0.53677	0.66073	|	[4] <= [12, 15, 18, 21, 24], -iterate/-dimlex
4	6	67268	82406	51766	|	0.92100	0.76954	0.62818	0.69171	|	0.91745	0.73877	0.61860	0.67336	|	[4] <= [7, 15, 18, 21, 24, 27], direct
4	6	53800	82406	48697	|	0.93355	0.90514	0.59093	0.71504	|	0.93133	0.88113	0.58442	0.70274	|	[4] <= [7, 15, 18, 21, 24, 27], -iterate/-dimlex
4	5	69967	82406	52608	|	0.91926	0.75189	0.63840	0.69051	|	0.91555	0.72089	0.62862	0.67160	|	[4] <= [7, 18, 21, 24, 27], direct
4	5	54833	82406	49356	|	0.93403	0.90011	0.59893	0.71927	|	0.93181	0.87640	0.59250	0.70702	|	[4] <= [7, 18, 21, 24, 27], -iterate/-dimlex
4	4	72406	82406	53037	|	0.91655	0.73249	0.64360	0.68517	|	0.91271	0.70150	0.63362	0.66584	|	[4] <= [7, 21, 24, 27], direct
4	4	56714	82406	50135	|	0.93348	0.88399	0.60839	0.72074	|	0.93130	0.86156	0.60225	0.70894	|	[4] <= [7, 21, 24, 27], -iterate/-dimlex
4	3	81501	82406	53505	|	0.90258	0.65649	0.64928	0.65287	|	0.89788	0.62281	0.63720	0.62992	|	[4] <= [7, 24, 27], direct
4	3	58347	82406	50250	|	0.93108	0.86122	0.60978	0.71401	|	0.92898	0.84021	0.60389	0.70271	|	[4] <= [7, 24, 27], -iterate/-dimlex
4	2	74300	82406	50203	|	0.90361	0.67567	0.60921	0.64072	|	0.89944	0.64289	0.59731	0.61926	|	[4] <= [7, 27], direct
4	2	52892	82406	46704	|	0.92828	0.88300	0.56675	0.69038	|	0.92668	0.86538	0.56179	0.68130	|	[4] <= [7, 27], -iterate/-dimlex
4	1	64243	82406	50000	|	0.92013	0.77829	0.60675	0.68190	|	0.91070	0.69254	0.57857	0.63045	|	[4] <= [7], direct
4	1	52209	82406	47904	|	0.93356	0.91754	0.58131	0.71171	|	0.93200	0.90018	0.57666	0.70298	|	[4] <= [7], -iterate/-dimlex
4	2	85763	82406	55565	|	0.90234	0.64789	0.67428	0.66082	|	0.89252	0.58100	0.64991	0.61353	|	[4] <= [7, 24], direct
4	2	60631	82406	53973	|	0.93992	0.89018	0.65496	0.75467	|	0.93787	0.87047	0.64988	0.74418	|	[4] <= [7, 24], -iterate/-dimlex
4	3	79684	82406	53613	|	0.90606	0.67282	0.65059	0.66152	|	0.90185	0.64189	0.63982	0.64086	|	[4] <= [7, 21, 27], direct
4	3	60695	82406	52339	|	0.93421	0.86232	0.63513	0.73149	|	0.93122	0.83352	0.62722	0.71581	|	[4] <= [7, 21, 27], -iterate/-dimlex
4	2	81598	82406	58537	|	0.91965	0.71738	0.71034	0.71384	|	0.91089	0.65472	0.69118	0.67246	|	[4] <= [7, 21], direct
4	2	66136	82406	57142	|	0.94134	0.86400	0.69342	0.76937	|	0.93828	0.83698	0.68662	0.75438	|	[4] <= [7, 21], -iterate/-dimlex
4	3	69460	82406	50364	|	0.91244	0.72507	0.61116	0.66326	|	0.90610	0.67176	0.59287	0.62986	|	[4] <= [7, 21, 24], direct
4	3	53833	82406	48502	|	0.93282	0.90097	0.58857	0.71201	|	0.93021	0.87266	0.58082	0.69744	|	[4] <= [7, 21, 24], -iterate/-dimlex
4	4	74848	82406	53124	|	0.91267	0.70975	0.64466	0.67564	|	0.90842	0.67662	0.63363	0.65442	|	[4] <= [7, 18, 24, 27], direct
4	4	56299	82406	50168	|	0.93431	0.89109	0.60879	0.72337	|	0.93209	0.86811	0.60254	0.71135	|	[4] <= [7, 18, 24, 27], -iterate/-dimlex
4	3	79103	82406	52264	|	0.90244	0.66070	0.63422	0.64719	|	0.89829	0.63005	0.62313	0.62657	|	[4] <= [7, 18, 27], direct
4	3	57110	82406	49414	|	0.93033	0.86524	0.59964	0.70836	|	0.92823	0.84372	0.59357	0.69688	|	[4] <= [7, 18, 27], -iterate/-dimlex
4	2	82016	82406	57037	|	0.91380	0.69543	0.69214	0.69378	|	0.90369	0.62347	0.66839	0.64515	|	[4] <= [7, 18], direct
4	2	63275	82406	55795	|	0.94163	0.88178	0.67707	0.76598	|	0.93890	0.85661	0.67070	0.75234	|	[4] <= [7, 18], -iterate/-dimlex
4	3	71109	82406	49918	|	0.90809	0.70199	0.60575	0.65033	|	0.90049	0.63953	0.58330	0.61012	|	[4] <= [7, 18, 24], direct
4	3	50534	82406	46723	|	0.93238	0.92458	0.56698	0.70291	|	0.93003	0.89747	0.55966	0.68941	|	[4] <= [7, 18, 24], -iterate/-dimlex
4	4	72224	82406	53662	|	0.91900	0.74299	0.65119	0.69406	|	0.91508	0.71121	0.64119	0.67439	|	[4] <= [7, 18, 21, 27], direct
4	4	58344	82406	51722	|	0.93612	0.88650	0.62764	0.73494	|	0.93323	0.85751	0.61984	0.71956	|	[4] <= [7, 18, 21, 27], -iterate/-dimlex
4	3	66766	82406	50258	|	0.91669	0.75274	0.60988	0.67382	|	0.91028	0.69668	0.59131	0.63969	|	[4] <= [7, 18, 21], direct
4	3	52763	82406	47972	|	0.93284	0.90919	0.58214	0.70980	|	0.92986	0.87625	0.57313	0.69300	|	[4] <= [7, 18, 21], -iterate/-dimlex
4	4	66277	82406	50499	|	0.91836	0.76193	0.61280	0.67928	|	0.91211	0.70691	0.59487	0.64607	|	[4] <= [7, 18, 21, 24], direct
4	4	50869	82406	46376	|	0.93062	0.91167	0.56277	0.69594	|	0.92856	0.88802	0.55629	0.68406	|	[4] <= [7, 18, 21, 24], -iterate/-dimlex
4	5	71139	82406	53006	|	0.91862	0.74510	0.64322	0.69042	|	0.91477	0.71351	0.63322	0.67098	|	[4] <= [7, 15, 21, 24, 27], direct
4	5	57484	82406	51001	|	0.93513	0.88722	0.61889	0.72915	|	0.93216	0.85703	0.61070	0.71319	|	[4] <= [7, 15, 21, 24, 27], -iterate/-dimlex
4	4	80676	82406	52625	|	0.90098	0.65230	0.63860	0.64538	|	0.89699	0.62340	0.62808	0.62573	|	[4] <= [7, 15, 24, 27], direct
4	4	57741	82406	49523	|	0.92963	0.85767	0.60096	0.70672	|	0.92737	0.83483	0.59447	0.69444	|	[4] <= [7, 15, 24, 27], -iterate/-dimlex
4	3	76277	82406	51147	|	0.90345	0.67054	0.62067	0.64464	|	0.89952	0.64038	0.60977	0.62470	|	[4] <= [7, 15, 27], direct
4	3	56903	82406	48973	|	0.92918	0.86064	0.59428	0.70308	|	0.92713	0.83963	0.58831	0.69186	|	[4] <= [7, 15, 27], -iterate/-dimlex
4	2	64243	82406	50000	|	0.92013	0.77829	0.60675	0.68190	|	0.91153	0.70012	0.58123	0.63516	|	[4] <= [7, 15], direct
4	2	52214	82406	47904	|	0.93355	0.91745	0.58131	0.71169	|	0.93188	0.89876	0.57629	0.70228	|	[4] <= [7, 15], -iterate/-dimlex
4	3	86559	82406	55810	|	0.90182	0.64476	0.67725	0.66061	|	0.89272	0.58337	0.65500	0.61711	|	[4] <= [7, 15, 24], direct
4	3	61122	82406	54212	|	0.93989	0.88694	0.65786	0.75542	|	0.93765	0.86548	0.65232	0.74393	|	[4] <= [7, 15, 24], -iterate/-dimlex
