-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	10	2306	4804	962	|	0.90051	0.41717	0.20024	0.27060	|	0.89746	0.34822	0.17287	0.23104	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	10	1002	4804	769	|	0.91812	0.76746	0.16007	0.26489	|	0.91745	0.73253	0.15391	0.25437	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	9	2613	4804	1048	|	0.89793	0.40107	0.21815	0.28259	|	0.89250	0.29276	0.16921	0.21446	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	9	1127	4804	841	|	0.91849	0.74622	0.17506	0.28359	|	0.91720	0.68677	0.16339	0.26398	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	8	2742	4804	1070	|	0.89629	0.39022	0.22273	0.28359	|	0.89311	0.32968	0.19491	0.24498	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], direct
4	8	1122	4804	834	|	0.91832	0.74331	0.17360	0.28147	|	0.91761	0.71033	0.16719	0.27067	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	7	2965	4804	1101	|	0.89321	0.37133	0.22918	0.28343	|	0.88979	0.31129	0.19952	0.24318	|	[4] <= [16, 21, 24, 27, 30, 33, 36], direct
4	7	1193	4804	882	|	0.91880	0.73931	0.18359	0.29414	|	0.91805	0.70662	0.17691	0.28298	|	[4] <= [16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	6	2698	4804	1033	|	0.89572	0.38287	0.21502	0.27539	|	0.89242	0.31912	0.18588	0.23492	|	[4] <= [21, 24, 27, 30, 33, 36], direct
4	6	1072	4804	789	|	0.91755	0.73600	0.16423	0.26855	|	0.91688	0.70335	0.15810	0.25817	|	[4] <= [21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	5	2502	4804	931	|	0.89557	0.37210	0.19379	0.25485	|	0.89296	0.31774	0.17030	0.22175	|	[4] <= [24, 27, 30, 33, 36], direct
4	5	908	4804	665	|	0.91594	0.73237	0.13842	0.23284	|	0.91544	0.70374	0.13373	0.22476	|	[4] <= [24, 27, 30, 33, 36], -iterate/-dimlex
4	4	3610	4804	1154	|	0.88287	0.31966	0.24021	0.27430	|	0.88035	0.28337	0.21891	0.24701	|	[4] <= [27, 30, 33, 36], direct
4	4	1185	4804	875	|	0.91868	0.73839	0.18213	0.29220	|	0.91811	0.71308	0.17700	0.28360	|	[4] <= [27, 30, 33, 36], -iterate/-dimlex
4	3	3305	4804	1027	|	0.88385	0.31074	0.21378	0.25329	|	0.88122	0.26928	0.19070	0.22328	|	[4] <= [30, 33, 36], direct
4	3	1028	4804	757	|	0.91717	0.73638	0.15757	0.25960	|	0.91665	0.71011	0.15281	0.25150	|	[4] <= [30, 33, 36], -iterate/-dimlex
4	2	6269	4804	1371	|	0.84019	0.21869	0.28538	0.24762	|	0.83113	0.14340	0.20752	0.16960	|	[4] <= [33, 36], direct
