-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	10	2239	5023	999	|	0.89902	0.44618	0.19888	0.27513	|	0.88994	0.23492	0.11560	0.15495	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	10	1087	5023	800	|	0.91348	0.73597	0.15926	0.26186	|	0.90702	0.42594	0.09880	0.16040	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	9	2626	5023	1101	|	0.89551	0.41926	0.21919	0.28788	|	0.88490	0.20868	0.12259	0.15445	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	9	1190	5023	880	|	0.91457	0.73949	0.17519	0.28327	|	0.90744	0.42689	0.10922	0.17394	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	8	2645	5023	1095	|	0.89491	0.41398	0.21799	0.28560	|	0.88415	0.20189	0.11967	0.15027	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], direct
4	8	1155	5023	857	|	0.91436	0.74199	0.17061	0.27743	|	0.90761	0.43722	0.10811	0.17336	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	7	2931	5023	1148	|	0.89146	0.39167	0.22854	0.28865	|	0.87987	0.18560	0.12310	0.14802	|	[4] <= [16, 21, 24, 27, 30, 33, 36], direct
4	7	1226	5023	890	|	0.91427	0.72593	0.17718	0.28484	|	0.90694	0.41435	0.10945	0.17317	|	[4] <= [16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	6	2616	5023	1064	|	0.89428	0.40672	0.21182	0.27857	|	0.88331	0.18807	0.11053	0.13923	|	[4] <= [21, 24, 27, 30, 33, 36], direct
4	6	1088	5023	792	|	0.91315	0.72794	0.15767	0.25920	|	0.90623	0.39613	0.09244	0.14991	|	[4] <= [21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	5	2393	5023	964	|	0.89472	0.40284	0.19191	0.25997	|	0.88480	0.18679	0.09920	0.12958	|	[4] <= [24, 27, 30, 33, 36], direct
4	5	983	5023	737	|	0.91306	0.74974	0.14672	0.24542	|	0.90675	0.41505	0.08691	0.14373	|	[4] <= [24, 27, 30, 33, 36], -iterate/-dimlex
4	4	3448	5023	1162	|	0.88208	0.33700	0.23133	0.27434	|	0.86921	0.14240	0.11282	0.12589	|	[4] <= [27, 30, 33, 36], direct
