-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	10	6011	2292	1498	|	0.89257	0.24920	0.65357	0.36083	|	0.87111	0.07286	0.35551	0.12094	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	10	1078	2292	835	|	0.96558	0.77458	0.36431	0.49554	|	0.95625	0.34693	0.20425	0.25713	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	9	6192	2292	1509	|	0.88935	0.24370	0.65837	0.35572	|	0.86735	0.06815	0.35020	0.11410	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	9	1086	2292	836	|	0.96546	0.76979	0.36474	0.49496	|	0.95572	0.32688	0.19602	0.24508	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	8	6526	2292	1515	|	0.88283	0.23214	0.66099	0.34361	|	0.86069	0.06451	0.35141	0.10901	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], direct
4	8	1120	2292	850	|	0.96534	0.75892	0.37085	0.49824	|	0.95554	0.32678	0.20243	0.25	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	7	6574	2292	1501	|	0.88129	0.22832	0.65488	0.33859	|	0.85810	0.05400	0.30977	0.09196	|	[4] <= [16, 21, 24, 27, 30, 33, 36], direct
4	7	1106	2292	843	|	0.96534	0.76220	0.36780	0.49617	|	0.95437	0.27215	0.172	0.21078	|	[4] <= [16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	6	6566	2292	1478	|	0.88052	0.22509	0.64485	0.33370	|	0.85733	0.05056	0.28970	0.08609	|	[4] <= [21, 24, 27, 30, 33, 36], direct
4	6	1088	2292	809	|	0.96433	0.74356	0.35296	0.47869	|	0.95465	0.30422	0.18246	0.22811	|	[4] <= [21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	5	6618	2292	1471	|	0.87919	0.22227	0.64179	0.33019	|	0.85581	0.04774	0.27792	0.08149	|	[4] <= [24, 27, 30, 33, 36], direct
4	5	1085	2292	831	|	0.96528	0.76589	0.36256	0.49215	|	0.95459	0.27926	0.17176	0.21270	|	[4] <= [24, 27, 30, 33, 36], -iterate/-dimlex
4	4	6727	2292	1435	|	0.87552	0.21331	0.62609	0.31821	|	0.85316	0.04905	0.27801	0.08339	|	[4] <= [27, 30, 33, 36], direct
4	4	1069	2292	799	|	0.96431	0.74742	0.34860	0.47545	|	0.95419	0.27970	0.16685	0.20901	|	[4] <= [27, 30, 33, 36], -iterate/-dimlex
4	3	7042	2292	1401	|	0.86777	0.19894	0.61125	0.30019	|	0.84583	0.04501	0.26241	0.07684	|	[4] <= [30, 33, 36], direct
4	3	1089	2292	788	|	0.96346	0.72359	0.34380	0.46613	|	0.95315	0.25619	0.15647	0.19428	|	[4] <= [30, 33, 36], -iterate/-dimlex
4	2	6763	2292	1135	|	0.86265	0.16782	0.49520	0.25069	|	0.84690	0.05278	0.23579	0.08626	|	[4] <= [33, 36], direct
4	2	650	2292	457	|	0.95894	0.70307	0.19938	0.31067	|	0.95402	0.32923	0.10444	0.15857	|	[4] <= [33, 36], -iterate/-dimlex
4	1	807	2292	120	|	0.94212	0.14869	0.05235	0.07744	|	0.94210	0.14745	0.05194	0.07682	|	[4] <= [36], direct
4	1	85	2292	85	|	0.95532	1.0	0.03708	0.07151	|	0.95532	1.0	0.03708	0.07151	|	[4] <= [36], -iterate/-dimlex
4	1	6054	2292	1090	|	0.87518	0.18004	0.47556	0.26120	|	0.85943	0.05153	0.20607	0.08245	|	[4] <= [33], direct
4	1	435	2292	366	|	0.95961	0.84137	0.15968	0.26842	|	0.95570	0.39770	0.08242	0.13654	|	[4] <= [33], -iterate/-dimlex
4	2	6770	2292	1317	|	0.86988	0.19453	0.57460	0.29066	|	0.85075	0.05494	0.27616	0.09165	|	[4] <= [30, 36], direct
4	2	1090	2292	758	|	0.96222	0.69541	0.33071	0.44825	|	0.95243	0.25137	0.15154	0.18909	|	[4] <= [30, 36], -iterate/-dimlex
4	1	6216	2292	1290	|	0.88000	0.20752	0.56282	0.30324	|	0.86087	0.05550	0.25612	0.09123	|	[4] <= [30], direct
4	1	1014	2292	733	|	0.96275	0.72287	0.31980	0.44343	|	0.95299	0.24753	0.13867	0.17776	|	[4] <= [30], -iterate/-dimlex
4	2	7836	2292	1432	|	0.85295	0.18274	0.62478	0.28278	|	0.83089	0.04364	0.28452	0.07568	|	[4] <= [30, 33], direct
4	2	1181	2292	825	|	0.96309	0.69856	0.35994	0.47509	|	0.95245	0.25317	0.16930	0.20291	|	[4] <= [30, 33], -iterate/-dimlex
4	3	6873	2292	1393	|	0.87087	0.20267	0.60776	0.30398	|	0.84890	0.04481	0.25517	0.07623	|	[4] <= [27, 33, 36], direct
4	3	1047	2292	777	|	0.96386	0.74212	0.33900	0.46540	|	0.95352	0.25405	0.14935	0.18811	|	[4] <= [27, 33, 36], -iterate/-dimlex
4	2	6544	2292	1311	|	0.87421	0.20033	0.57198	0.29674	|	0.85469	0.05302	0.26129	0.08816	|	[4] <= [27, 36], direct
4	2	1033	2292	749	|	0.96301	0.72507	0.32678	0.45052	|	0.95309	0.25072	0.14372	0.18271	|	[4] <= [27, 36], -iterate/-dimlex
4	1	5801	2292	1201	|	0.88479	0.20703	0.52399	0.29679	|	0.86530	0.04102	0.17908	0.06676	|	[4] <= [27], direct
4	1	703	2292	493	|	0.95933	0.70128	0.21509	0.32921	|	0.95188	0.17780	0.06496	0.09516	|	[4] <= [27], -iterate/-dimlex
4	2	7611	2292	1416	|	0.85686	0.18604	0.61780	0.28597	|	0.83480	0.04283	0.27121	0.07398	|	[4] <= [27, 33], direct
4	2	1035	2292	729	|	0.96216	0.70434	0.31806	0.43823	|	0.95267	0.25120	0.14262	0.18194	|	[4] <= [27, 33], -iterate/-dimlex
4	3	6724	2292	1438	|	0.87571	0.21386	0.62739	0.31898	|	0.85261	0.04417	0.25803	0.07542	|	[4] <= [27, 30, 36], direct
4	3	1098	2292	807	|	0.96404	0.73497	0.35209	0.47610	|	0.95372	0.27049	0.16666	0.20625	|	[4] <= [27, 30, 36], -iterate/-dimlex
4	2	7451	2292	1456	|	0.86172	0.19541	0.63525	0.29888	|	0.83846	0.04120	0.26859	0.07144	|	[4] <= [27, 30], direct
4	2	1209	2292	843	|	0.96325	0.69727	0.36780	0.48157	|	0.95243	0.25475	0.17529	0.20768	|	[4] <= [27, 30], -iterate/-dimlex
4	3	6877	2292	1441	|	0.87273	0.20953	0.62870	0.31431	|	0.85032	0.04856	0.28185	0.08285	|	[4] <= [27, 30, 33], direct
4	3	1098	2292	834	|	0.96514	0.75956	0.36387	0.49203	|	0.95441	0.27686	0.17253	0.21258	|	[4] <= [27, 30, 33], -iterate/-dimlex
4	4	6698	2292	1472	|	0.87761	0.21976	0.64223	0.32747	|	0.85399	0.04553	0.27111	0.07797	|	[4] <= [24, 30, 33, 36], direct
4	4	1125	2292	840	|	0.96483	0.74666	0.36649	0.49165	|	0.95404	0.27288	0.17453	0.21289	|	[4] <= [24, 30, 33, 36], -iterate/-dimlex
4	3	6781	2292	1428	|	0.87415	0.21058	0.62303	0.31478	|	0.85099	0.04188	0.24738	0.07163	|	[4] <= [24, 33, 36], direct
4	3	1023	2292	789	|	0.96483	0.77126	0.34424	0.47601	|	0.95413	0.25415	0.14747	0.18664	|	[4] <= [24, 33, 36], -iterate/-dimlex
4	2	5630	2292	1301	|	0.89230	0.23108	0.56762	0.32845	|	0.87291	0.06092	0.25712	0.09850	|	[4] <= [24, 36], direct
4	2	941	2292	693	|	0.96261	0.73645	0.30235	0.42870	|	0.95340	0.25292	0.12955	0.17134	|	[4] <= [24, 36], -iterate/-dimlex
4	1	4826	2292	1181	|	0.90372	0.24471	0.51527	0.33183	|	0.88435	0.04641	0.16779	0.07271	|	[4] <= [24], direct
4	1	568	2292	438	|	0.95983	0.77112	0.19109	0.30629	|	0.95303	0.17957	0.05214	0.08082	|	[4] <= [24], -iterate/-dimlex
4	2	7133	2292	1442	|	0.86759	0.20215	0.62914	0.30599	|	0.84437	0.04135	0.25764	0.07127	|	[4] <= [24, 33], direct
4	2	954	2292	719	|	0.96340	0.75366	0.31369	0.44300	|	0.95382	0.25786	0.13523	0.17742	|	[4] <= [24, 33], -iterate/-dimlex
4	3	6595	2292	1472	|	0.87969	0.22319	0.64223	0.33127	|	0.85528	0.04033	0.24493	0.06926	|	[4] <= [24, 30, 36], direct
4	3	1156	2292	858	|	0.96493	0.74221	0.37434	0.49767	|	0.95346	0.25173	0.16869	0.20201	|	[4] <= [24, 30, 36], -iterate/-dimlex
4	2	6994	2292	1482	|	0.87202	0.21189	0.64659	0.31919	|	0.84749	0.03860	0.25	0.06688	|	[4] <= [24, 30], direct
4	2	1188	2292	863	|	0.96449	0.72643	0.37652	0.49597	|	0.95301	0.24915	0.17159	0.20322	|	[4] <= [24, 30], -iterate/-dimlex
4	3	6749	2292	1463	|	0.87621	0.21677	0.63830	0.32363	|	0.85255	0.04356	0.26179	0.07469	|	[4] <= [24, 30, 33], direct
4	3	1122	2292	855	|	0.96550	0.76203	0.37303	0.50087	|	0.95423	0.26559	0.17175	0.20861	|	[4] <= [24, 30, 33], -iterate/-dimlex
4	4	6459	2292	1443	|	0.88127	0.22340	0.62958	0.32979	|	0.85785	0.04427	0.25198	0.07532	|	[4] <= [24, 27, 33, 36], direct
4	4	1034	2292	798	|	0.96498	0.77176	0.34816	0.47985	|	0.95404	0.24951	0.14726	0.18521	|	[4] <= [24, 27, 33, 36], -iterate/-dimlex
4	3	6311	2292	1429	|	0.88370	0.22643	0.62347	0.33220	|	0.85943	0.03644	0.21043	0.06212	|	[4] <= [24, 27, 36], direct
4	3	1032	2292	798	|	0.96502	0.77325	0.34816	0.48014	|	0.95372	0.23255	0.13840	0.17353	|	[4] <= [24, 27, 36], -iterate/-dimlex
4	2	6527	2292	1364	|	0.87670	0.20897	0.59511	0.30933	|	0.85243	0.02527	0.15096	0.04330	|	[4] <= [24, 27], direct
4	2	905	2292	675	|	0.96261	0.74585	0.29450	0.42227	|	0.95238	0.18784	0.09513	0.12630	|	[4] <= [24, 27], -iterate/-dimlex
4	3	6494	2292	1444	|	0.88060	0.22235	0.63001	0.32870	|	0.85712	0.04373	0.25088	0.07448	|	[4] <= [24, 27, 33], direct
4	3	1033	2292	814	|	0.96564	0.78799	0.35514	0.48962	|	0.95443	0.25169	0.14959	0.18765	|	[4] <= [24, 27, 33], -iterate/-dimlex
4	4	6516	2292	1459	|	0.88077	0.22391	0.63656	0.33128	|	0.85708	0.04435	0.25757	0.07567	|	[4] <= [24, 27, 30, 36], direct
4	4	1102	2292	817	|	0.96437	0.74137	0.35645	0.48143	|	0.95350	0.25408	0.15954	0.19600	|	[4] <= [24, 27, 30, 36], -iterate/-dimlex
4	3	6572	2292	1457	|	0.87955	0.22169	0.63568	0.32874	|	0.85583	0.04336	0.25446	0.07410	|	[4] <= [24, 27, 30], direct
