-e	-p	predicted_dm	gold_dm	tp	|	acc_dm	p_dm	r_dm	f_dm	|	acc_r	p_r	r_r	f_r	|	conf
4	10	2233	5023	995	|	0.89898	0.44558	0.19808	0.27425	|	0.89079	0.25436	0.12358	0.16634	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	10	1087	5023	800	|	0.91349	0.73597	0.15926	0.26186	|	0.90823	0.48390	0.11076	0.18026	|	[4] <= [7, 10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	9	2618	5023	1101	|	0.89567	0.42055	0.21919	0.28818	|	0.88640	0.23605	0.13612	0.17267	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], direct
4	9	1190	5023	882	|	0.91466	0.74117	0.17559	0.28392	|	0.90940	0.51092	0.12802	0.20474	|	[4] <= [10, 13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	8	2624	5023	1094	|	0.89528	0.41692	0.21779	0.28612	|	0.88556	0.22370	0.12998	0.16442	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], direct
4	8	1154	5023	857	|	0.91439	0.74263	0.17061	0.27748	|	0.91076	0.57885	0.13818	0.22311	|	[4] <= [13, 16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	7	2916	5023	1145	|	0.89164	0.39266	0.22795	0.28844	|	0.88101	0.20267	0.13224	0.16005	|	[4] <= [16, 21, 24, 27, 30, 33, 36], direct
4	7	1227	5023	891	|	0.91429	0.72616	0.17738	0.28512	|	0.90890	0.49714	0.12863	0.20438	|	[4] <= [16, 21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	6	2611	5023	1066	|	0.89446	0.40827	0.21222	0.27927	|	0.88485	0.21639	0.12494	0.15841	|	[4] <= [21, 24, 27, 30, 33, 36], direct
4	6	1091	5023	794	|	0.91318	0.72777	0.15807	0.25973	|	0.90831	0.49495	0.11323	0.18430	|	[4] <= [21, 24, 27, 30, 33, 36], -iterate/-dimlex
4	5	2393	5023	966	|	0.89480	0.40367	0.19231	0.26051	|	0.88567	0.20476	0.10776	0.14121	|	[4] <= [24, 27, 30, 33, 36], direct
4	5	984	5023	738	|	0.91308	0.75	0.14692	0.24571	|	0.90994	0.58333	0.11813	0.19647	|	[4] <= [24, 27, 30, 33, 36], -iterate/-dimlex
4	4	3457	5023	1166	|	0.88207	0.33728	0.23213	0.275	|	0.86981	0.15244	0.12020	0.13442	|	[4] <= [27, 30, 33, 36], direct
4	4	1178	5023	870	|	0.91443	0.73853	0.17320	0.28059	|	0.91003	0.54414	0.13370	0.21466	|	[4] <= [27, 30, 33, 36], -iterate/-dimlex
4	3	3105	5023	1024	|	0.88337	0.32979	0.20386	0.25196	|	0.87572	0.20128	0.13516	0.16172	|	[4] <= [30, 33, 36], direct
4	3	1016	5023	758	|	0.91324	0.74606	0.15090	0.25103	|	0.91264	0.71555	0.14563	0.24201	|	[4] <= [30, 33, 36], -iterate/-dimlex
4	2	6169	5023	1413	|	0.83952	0.22904	0.28130	0.25250	|	0.82153	0.07699	0.11627	0.09264	|	[4] <= [33, 36], direct
4	2	1389	5023	872	|	0.91045	0.62778	0.17360	0.27199	|	0.90366	0.37293	0.11094	0.17101	|	[4] <= [33, 36], -iterate/-dimlex
4	1	3805	5023	1054	|	0.87109	0.27700	0.20983	0.23878	|	0.85535	0.06123	0.05544	0.05819	|	[4] <= [36], direct
4	1	1012	5023	697	|	0.91097	0.68873	0.13876	0.23098	|	0.90531	0.39723	0.08502	0.14006	|	[4] <= [36], -iterate/-dimlex
4	1	3323	5023	749	|	0.86864	0.22539	0.14911	0.17948	|	0.86158	0.11465	0.08184	0.09551	|	[4] <= [33], direct
4	1	493	5023	366	|	0.90823	0.74239	0.07286	0.13270	|	0.90717	0.63083	0.06260	0.11389	|	[4] <= [33], -iterate/-dimlex
4	2	5668	5023	1392	|	0.84833	0.24558	0.27712	0.26040	|	0.83122	0.08821	0.12103	0.10205	|	[4] <= [30, 36], direct
4	2	1537	5023	966	|	0.91122	0.62849	0.19231	0.29451	|	0.90434	0.39492	0.13014	0.19577	|	[4] <= [30, 36], -iterate/-dimlex
4	1	3188	5023	964	|	0.87948	0.30238	0.19191	0.23480	|	0.86286	0.03074	0.02357	0.02668	|	[4] <= [30], direct
4	1	944	5023	651	|	0.91051	0.68961	0.12960	0.21820	|	0.90186	0.21186	0.04374	0.07251	|	[4] <= [30], -iterate/-dimlex
4	2	5596	5023	1341	|	0.84775	0.23963	0.26697	0.25256	|	0.83079	0.08166	0.11041	0.09388	|	[4] <= [30, 33], direct
4	2	1377	5023	906	|	0.91199	0.65795	0.18037	0.28312	|	0.90712	0.47349	0.13671	0.21217	|	[4] <= [30, 33], -iterate/-dimlex
4	3	3288	5023	1066	|	0.88147	0.32420	0.21222	0.25652	|	0.86918	0.12925	0.09698	0.11082	|	[4] <= [27, 33, 36], direct
4	3	1032	5023	757	|	0.91289	0.73352	0.15070	0.25004	|	0.90673	0.42248	0.09272	0.15207	|	[4] <= [27, 33, 36], -iterate/-dimlex
4	2	6471	5023	1465	|	0.83572	0.22639	0.29165	0.25491	|	0.81466	0.05671	0.09350	0.07060	|	[4] <= [27, 36], direct
4	2	1437	5023	965	|	0.91310	0.67153	0.19211	0.29876	|	0.90255	0.28879	0.09277	0.14043	|	[4] <= [27, 36], -iterate/-dimlex
4	1	3952	5023	1026	|	0.86720	0.25961	0.20426	0.22863	|	0.85274	0.06882	0.06371	0.06617	|	[4] <= [27], direct
4	1	823	5023	666	|	0.91341	0.80923	0.13259	0.22784	|	0.90428	0.23086	0.04178	0.07076	|	[4] <= [27], -iterate/-dimlex
4	2	6370	5023	1387	|	0.83467	0.21773	0.27612	0.24348	|	0.81579	0.06326	0.09977	0.07743	|	[4] <= [27, 33], direct
4	2	1261	5023	890	|	0.91360	0.70578	0.17718	0.28325	|	0.90574	0.38065	0.10405	0.16343	|	[4] <= [27, 33], -iterate/-dimlex
4	3	3339	5023	1105	|	0.88199	0.33093	0.21998	0.26429	|	0.86944	0.13507	0.10322	0.11702	|	[4] <= [27, 30, 36], direct
4	3	1043	5023	778	|	0.91349	0.74592	0.15488	0.25651	|	0.90934	0.53883	0.11691	0.19213	|	[4] <= [27, 30, 36], -iterate/-dimlex
4	2	5863	5023	1382	|	0.84420	0.23571	0.27513	0.25390	|	0.82442	0.05986	0.08792	0.07123	|	[4] <= [27, 30], direct
4	2	1455	5023	983	|	0.91345	0.67560	0.19569	0.30348	|	0.90230	0.27628	0.09049	0.13634	|	[4] <= [27, 30], -iterate/-dimlex
4	3	3186	5023	1048	|	0.88274	0.32893	0.20864	0.25532	|	0.87111	0.13873	0.10006	0.11626	|	[4] <= [27, 30, 33], direct
4	3	1001	5023	744	|	0.91299	0.74325	0.14811	0.24701	|	0.90717	0.44055	0.09343	0.15416	|	[4] <= [27, 30, 33], -iterate/-dimlex
4	4	3038	5023	1064	|	0.88619	0.35023	0.21182	0.26398	|	0.87848	0.21790	0.14325	0.17286	|	[4] <= [24, 30, 33, 36], direct
4	4	1092	5023	784	|	0.91278	0.71794	0.15608	0.25641	|	0.91220	0.69047	0.15101	0.24782	|	[4] <= [24, 30, 33, 36], -iterate/-dimlex
4	3	2719	5023	930	|	0.88717	0.34203	0.18514	0.24024	|	0.87760	0.15851	0.09526	0.11901	|	[4] <= [24, 33, 36], direct
4	3	906	5023	642	|	0.91090	0.70860	0.12781	0.21656	|	0.90666	0.46467	0.08767	0.14751	|	[4] <= [24, 33, 36], -iterate/-dimlex
4	2	5043	5023	1282	|	0.85609	0.25421	0.25522	0.25471	|	0.83933	0.08090	0.09833	0.08877	|	[4] <= [24, 36], direct
4	2	1422	5023	921	|	0.91170	0.64767	0.18335	0.28580	|	0.90263	0.31504	0.09846	0.15003	|	[4] <= [24, 36], -iterate/-dimlex
4	1	2119	5023	584	|	0.88540	0.27560	0.11626	0.16353	|	0.87850	0.10571	0.04803	0.06605	|	[4] <= [24], direct
4	1	557	5023	314	|	0.90501	0.56373	0.06251	0.11254	|	0.90044	0.13644	0.01588	0.02845	|	[4] <= [24], -iterate/-dimlex
4	2	4945	5023	1190	|	0.85444	0.24064	0.23691	0.23876	|	0.84152	0.10434	0.11864	0.11103	|	[4] <= [24, 33], direct
4	2	1222	5023	797	|	0.91078	0.65220	0.15867	0.25524	|	0.90439	0.37970	0.09893	0.15696	|	[4] <= [24, 33], -iterate/-dimlex
4	3	2761	5023	965	|	0.88771	0.34951	0.19211	0.24794	|	0.87834	0.17276	0.10518	0.13075	|	[4] <= [24, 30, 36], direct
4	3	927	5023	681	|	0.91199	0.73462	0.13557	0.22890	|	0.90844	0.53505	0.10252	0.17207	|	[4] <= [24, 30, 36], -iterate/-dimlex
4	2	4479	5023	1200	|	0.86377	0.26791	0.23890	0.25257	|	0.84481	0.04733	0.05254	0.04980	|	[4] <= [24, 30], direct
4	2	1395	5023	904	|	0.91157	0.64802	0.17997	0.28170	|	0.89950	0.19713	0.06258	0.09500	|	[4] <= [24, 30], -iterate/-dimlex
4	3	2525	5023	896	|	0.88959	0.35485	0.17837	0.23741	|	0.87946	0.14574	0.08186	0.10484	|	[4] <= [24, 30, 33], direct
4	3	892	5023	635	|	0.91090	0.71188	0.12641	0.21470	|	0.90781	0.53139	0.09749	0.16475	|	[4] <= [24, 30, 33], -iterate/-dimlex
4	4	3141	5023	1100	|	0.88560	0.35020	0.21899	0.26947	|	0.87326	0.14549	0.10433	0.12152	|	[4] <= [24, 27, 33, 36], direct
4	4	1139	5023	821	|	0.91329	0.72080	0.16344	0.26647	|	0.90955	0.54960	0.12966	0.20982	|	[4] <= [24, 27, 33, 36], -iterate/-dimlex
4	3	2932	5023	989	|	0.88535	0.33731	0.19689	0.24864	|	0.87184	0.09720	0.06598	0.07860	|	[4] <= [24, 27, 36], direct
4	3	977	5023	708	|	0.91207	0.72466	0.14095	0.236	|	0.90622	0.41248	0.08541	0.14152	|	[4] <= [24, 27, 36], -iterate/-dimlex
4	2	5280	5023	1266	|	0.85093	0.23977	0.25204	0.24575	|	0.83413	0.07386	0.09404	0.08274	|	[4] <= [24, 27], direct
4	2	1260	5023	846	|	0.91193	0.67142	0.16842	0.26929	|	0.90230	0.27301	0.07608	0.11901	|	[4] <= [24, 27], -iterate/-dimlex
4	3	2707	5023	925	|	0.88721	0.34170	0.18415	0.23932	|	0.87501	0.10676	0.06587	0.08147	|	[4] <= [24, 27, 33], direct
4	3	893	5023	647	|	0.91134	0.72452	0.12880	0.21872	|	0.90616	0.42217	0.07931	0.13354	|	[4] <= [24, 27, 33], -iterate/-dimlex
