cs .
cs	en	156761

cs apertium/

cs freedict/
cs	en	146629

cs muse/
cs	en	20241

de .
de	en	139402

de apertium/

de freedict/
de	en	124295

de muse/
de	en	16078

nl .
de	nl	37298
en	nl	41564

nl apertium/

nl freedict/
de	nl	37298
en	nl	23564

nl muse/
en	nl	20885

en .
de	en	138789

en apertium/

en freedict/
de	en	123672

en muse/
de	en	16089

fr .
de	fr	92112
en	fr	33852

fr apertium/

fr freedict/
de	fr	51779
en	fr	15693

fr muse/
de	fr	41256
en	fr	21396

pt .
de	pt	63545
en	pt	42591

pt apertium/

pt freedict/
de	pt	18860
en	pt	30206

pt muse/
de	pt	45194
en	pt	17017

it .
de	it	46892
en	it	21305

it apertium/

it freedict/
de	it	5829
en	it	6368

it muse/
de	it	41310
en	it	16518

